order_id,date,vendor,item_num,item_name,item_asin,item_qty,item_unit_price,item_vat_rate,item_vat_amount,item_total,item_category,order_subtotal,order_tax,order_total,has_pdf,pdf_file
171-2698050-7023567,2025-02-10,Dongguanshinuoxifushiyouxiangongsi,1,Conjunto Ropa Interior Térmica para Niños - Camiseta de Manga Larga y Pantalón - Set Infantil Elásti,B0CKZ9SFWT,1,24.79,0,0,24.79,Ropa/Calzado,149.83,0,149.83,yes,pdfs/20250210_Tax Invoice_171-2698050-7023567.pdf
171-2698050-7023567,2025-02-10,Dongguanshinuoxifushiyouxiangongsi,2,meteor Conjunto Ropa Interior Térmica para Niños - Camiseta de Manga Larga y Pantalón - Set Infantil,B0811X92CH,1,24.79,0,0,24.79,Ropa/Calzado,149.83,0,149.83,yes,pdfs/20250210_Tax Invoice_171-2698050-7023567.pdf
171-2698050-7023567,2025-02-10,Dongguanshinuoxifushiyouxiangongsi,3,"LOLANTA Niños Lentejuelas Hip Hop Traje de Baile Calle Ropa de Baile Conjunto Chaqueta Pantalón, Oro",B0CT38JZGX,1,37.98,0,0,37.98,Ropa/Calzado,149.83,0,149.83,yes,pdfs/20250210_Tax Invoice_171-2698050-7023567.pdf
171-2698050-7023567,2025-02-10,Dongguanshinuoxifushiyouxiangongsi,4,Arshiner niñas Formal comunión Festivo Boda niños otoño Vestido Festivo Fiesta Vestido Desfile Vesti,B0D1BR6VWZ,1,22.31,0,0,22.31,Ropa/Calzado,149.83,0,149.83,yes,pdfs/20250210_Tax Invoice_171-2698050-7023567.pdf
171-2698050-7023567,2025-02-10,Dongguanshinuoxifushiyouxiangongsi,5,Arshiner Vestidos para Niña Otoño Elegante Manga Larga Vestido de Fiesta Infantil Azul Vestido de Ga,B0D9V8PN2T,1,17.97,0,0,17.97,Ropa/Calzado,149.83,0,149.83,yes,pdfs/20250210_Tax Invoice_171-2698050-7023567.pdf
171-2698050-7023567,2025-02-10,Dongguanshinuoxifushiyouxiangongsi,6,BONNY BILLY Vestido Niña Invierno Estampado Pescado Camiseta Casual Algodón Manga Larga 5-6 Años Azu,B07ZYS8967,1,21.99,0,0,21.99,Ropa/Calzado,149.83,0,149.83,yes,pdfs/20250210_Tax Invoice_171-2698050-7023567.pdf
171-0351959-7305123,2025-02-07,EATO GmbH,1,"Rubies Disfraz Barbie Astronauta para niñas, Jumpsuit con cubrebotas y cinturón, Oficial Mattel Barb",B07N2FRWH9,1,27.07,21,5.68,32.75,Ropa/Calzado,60.06,5.68,65.74,yes,pdfs/20250207_Tax Invoice_171-0351959-7305123.pdf
171-0351959-7305123,2025-02-07,EATO GmbH,2,"ReliBeauty Disfraz de Astronauta para niños, Blanco,Negro,con Casco, 6-7 años, 120",B08HMXL2RC,1,32.99,0,0,32.99,Ropa/Calzado,60.06,5.68,65.74,yes,pdfs/20250207_Tax Invoice_171-0351959-7305123.pdf
171-6565227-7501112,2025-02-07,Disfrazjaiak S.L.,1,FIESTAS GUIRCA Disfraz de Guerrera Galáctica - Atuendo Infantil en Color Azul Metálico y Plata de Ch,B0BBNFGDTQ,1,27.6,0,0,31.6,Ropa/Calzado,27.6,0,31.6,no,
171-7131304-7098738,2025-02-06,edenStar UK Ltd,1,20 Empapadores para Perros tamaño XL 80x150cm Grado Veterinario Superabsorbentes hasta 2300 ml,B0067ZMLPE,10,30.57,0,0,305.7,Mascotas,1569.12,8.52,1577.64,yes,pdfs/20250206_Tax Invoice_171-7131304-7098738.pdf
171-7131304-7098738,2025-02-06,edenStar UK Ltd,2,20 Empapadores para Perros tamaño XL 80x150cm Grado Veterinario Superabsorbentes hasta 2300 ml,B0067ZMLPE,10,30.57,0,0,305.7,Mascotas,1569.12,8.52,1577.64,yes,pdfs/20250206_Tax Invoice_171-7131304-7098738.pdf
171-7131304-7098738,2025-02-06,edenStar UK Ltd,3,20 Empapadores para Perros tamaño XL 80x150cm Grado Veterinario Superabsorbentes hasta 2300 ml,B0067ZMLPE,10,30.57,0,0,305.7,Mascotas,1569.12,8.52,1577.64,yes,pdfs/20250206_Tax Invoice_171-7131304-7098738.pdf
171-7131304-7098738,2025-02-06,edenStar UK Ltd,4,"Gel de Ducha, Jabón de Baño y Champú (Cuerpo, Cara y Cabello) Combate el Olor Corporal. Purifica, De",B07VG1Z6CD,3,13.54,21,8.52,49.14,Alimentación,1569.12,8.52,1577.64,yes,pdfs/20250206_Tax Invoice_171-7131304-7098738.pdf
171-7131304-7098738,2025-02-06,edenStar UK Ltd,5,20 Empapadores para Perros tamaño XL 80x150cm Grado Veterinario Superabsorbentes hasta 2300 ml,B0067ZMLPE,10,30.57,0,0,305.7,Mascotas,1569.12,8.52,1577.64,yes,pdfs/20250206_Tax Invoice_171-7131304-7098738.pdf
171-7131304-7098738,2025-02-06,edenStar UK Ltd,6,20 Empapadores para Perros tamaño XL 80x150cm Grado Veterinario Superabsorbentes hasta 2300 ml,B0067ZMLPE,10,30.57,0,0,305.7,Mascotas,1569.12,8.52,1577.64,yes,pdfs/20250206_Tax Invoice_171-7131304-7098738.pdf
171-1732194-2353950,2025-02-05,Czoele Trading Kft.,1,"ENCOUN Regalos para Niñas, DIY Gorra de Béisbol con Pegatinas, Kit Manualidades para Niñas, Regalos ",B0CQZD5MVJ,2,13.99,0,0,27.98,Cocina,190.56,14.56,205.12,yes,pdfs/20250205_Tax Invoice_171-1732194-2353950.pdf
171-1732194-2353950,2025-02-05,Czoele Trading Kft.,2,LEGO Super Mario Set de Expansión: Coche Monstruoso de Bowser Juguete Coleccionable con Figura del P,B0CFVZDDPL,1,24.79,21,5.2,29.99,Alimentación,190.56,14.56,205.12,yes,pdfs/20250205_Tax Invoice_171-1732194-2353950.pdf
171-1732194-2353950,2025-02-05,Czoele Trading Kft.,3,"Camara Fotos Infantil Instantanea, 2,4"" HD 1080P Cámara Instantánea para Niños con Tarjeta de 32G Bo",B0CJ85JF57,1,29.98,0,0,29.98,Bebés,190.56,14.56,205.12,yes,pdfs/20250205_Tax Invoice_171-1732194-2353950.pdf
171-1732194-2353950,2025-02-05,Czoele Trading Kft.,4,"Alucia Organics Aceite de Tamanu (Tamanu Oil) orgánico certificado 50ml - puro, natural, prensado en",B01KKE8PSO,1,21,0,0,21,Alimentación,190.56,14.56,205.12,yes,pdfs/20250205_Tax Invoice_171-1732194-2353950.pdf
171-1732194-2353950,2025-02-05,Czoele Trading Kft.,5,"LEGO Technic Mercedes-AMG F1 W14 E Performance Pull-Back Coche de Carreras de Fórmula 1 de Juguete, ",B0CFVYZRN1,1,22.31,21,4.68,26.99,Juegos,190.56,14.56,205.12,yes,pdfs/20250205_Tax Invoice_171-1732194-2353950.pdf
171-1732194-2353950,2025-02-05,Czoele Trading Kft.,6,"LEGO Technic NEOM McLaren Extreme E Race Car, Vehículo Todoterreno de Juguete con Tracción Manual ha",B0CFVYBW3L,1,22.31,21,4.68,26.99,Alimentación,190.56,14.56,205.12,yes,pdfs/20250205_Tax Invoice_171-1732194-2353950.pdf
171-1732194-2353950,2025-02-05,Czoele Trading Kft.,7,"Karaoke 2 Microfonos Inalambricos, Gralal Regalo Niña 3-12 Años Microfono Karaoke Infantil Juguetes ",B0CYGF4B6J,1,21.3,0,0,21.3,Bebés,190.56,14.56,205.12,yes,pdfs/20250205_Tax Invoice_171-1732194-2353950.pdf
171-1732194-2353950,2025-02-05,Czoele Trading Kft.,8,"Zoelele Set de Diario Secreto Niña, Libreta con Candado, Cuaderno A5 con Cerradura de Combinación, D",B0DM48VVMJ,1,20.89,0,0,20.89,Bebés,190.56,14.56,205.12,yes,pdfs/20250205_Tax Invoice_171-1732194-2353950.pdf
171-9203990-9062747,2025-02-04,ZeoBent Handels GmbH,1,Zeolita MED 60g Polvos ultrafinos desintoxicantes,B00NFK8DF6,1,21,0,0,21,Otros,21,0,21,no,
171-5406590-0519552,2025-02-04,PARAFARMACIA JIMENEZ GUILLEN SL,1,Neositrín Spray Gel - Elimina 100% piojos y liendres en 1 minuto y en 1 aplicación - No contiene ins,B00TTWTOJI,2,16.16,21,6.78,39.1,Otros,32.32,6.78,39.1,yes,pdfs/20250204_Tax Invoice_171-5406590-0519552.pdf
171-3992766-0105909,2025-02-03,Amazon EU,1,"Levi's Ss Original Housemark Tee Camiseta, Stonewashed Black, XXL Hombre",B07CHSG592,1,14.01,21,2.94,16.95,Ropa/Calzado,186.26,21.82,208.08,yes,pdfs/20250203_Tax Invoice_171-3992766-0105909.pdf
171-3992766-0105909,2025-02-03,Amazon EU,2,"HUGO Dero222 Camiseta, Dark Blue 405, XXL para Hombre",B09QSWV5YB,2,32.5,0,0,65,Ropa/Calzado,186.26,21.82,208.08,yes,pdfs/20250203_Tax Invoice_171-3992766-0105909.pdf
171-3992766-0105909,2025-02-03,Amazon EU,3,"ORIENT GOURMET Leche De Coco, Contenido De Grasa 17-19%, 1000 ml ( Paquete de 1)",B00ZUTGHVW,6,3.63,10,2.16,23.94,Alimentación,186.26,21.82,208.08,yes,pdfs/20250203_Tax Invoice_171-3992766-0105909.pdf
171-3992766-0105909,2025-02-03,Amazon EU,4,Polo Club Camiseta básica Asfalto de algodón con Logo Rigby Go para Hombre,B0D7PXKQFT,1,24.71,21,5.19,29.9,Ropa/Calzado,186.26,21.82,208.08,yes,pdfs/20250203_Tax Invoice_171-3992766-0105909.pdf
171-3992766-0105909,2025-02-03,Amazon EU,5,Ecocesta - Pack de 6 Unidades de 1 L de Bebida Ecológica Vegetal de Coco Supreme - Sin Azúcar Añadid,B08QFB7SDQ,1,11.21,10,1.12,12.33,Alimentación,186.26,21.82,208.08,yes,pdfs/20250203_Tax Invoice_171-3992766-0105909.pdf
171-3992766-0105909,2025-02-03,Amazon EU,6,"BOSS tee 10 Camiseta, Black1, 3XL para Hombre",B0CLV31RBL,1,49.55,21,10.41,59.96,Ropa/Calzado,186.26,21.82,208.08,yes,pdfs/20250203_Tax Invoice_171-3992766-0105909.pdf
171-2980684-2841941,2025-02-03,MAGLIFICIO ANGORELLE SRL,1,"DALLE PIANE CASHMERE - Estola 100% cachemira regenerada - Made in Italy - Mujer, talla única, gris, ",B07R7QPS76,1,109.99,0,0,109.99,Ropa/Calzado,109.99,0,109.99,no,
171-1105226-4961939,2025-02-02,Amazon EU,1,"BÉABA Orinal de Aprendizaje Bebé, WC Ergonómico para Niños, Antideslizante, Higiénico, Fácil de limp",B09TKS3S1J,2,18.18,21,7.64,44,Hogar,300,63,363,yes,pdfs/20250202_Tax Invoice_171-1105226-4961939.pdf
171-1105226-4961939,2025-02-02,Amazon EU,2,"Skraut Home | Chimenea eléctrica LED | Sin Calor | 102x45x35cm | 1 Hueco, 1 Puerta | Chimenea eléctr",B0CH1D44SG,1,263.64,21,55.36,319,Hogar,300,63,363,yes,pdfs/20250202_Tax Invoice_171-1105226-4961939.pdf
171-4664484-4068311,2025-01-29,Japan Nappies Ltd,1,Pañales japoneses Merries XL 44 unidades (XL38+6) 12-22 kg,B0CQT8GXL7,3,39.66,0,0,118.98,Hogar,237.96,0,237.96,yes,pdfs/20250129_Tax Invoice_171-4664484-4068311.pdf
171-4664484-4068311,2025-01-29,Japan Nappies Ltd,2,Pañales japoneses Merries XL 44 unidades (XL38+6) 12-22 kg,B0CQT8GXL7,3,39.66,0,0,118.98,Hogar,237.96,0,237.96,yes,pdfs/20250129_Tax Invoice_171-4664484-4068311.pdf
171-0365643-3332308,2025-01-29,Amazon EU,1,"NORIT Sensible - Detergente Líquido Hipoalergénico sin perfume, para Pieles Sensibles y Atópicas, Ap",B08D1J2Q6Q,3,17.33,21,9.09,52.42,Alimentación,341.01,66.15,381.18,yes,pdfs/20250130_Tax Invoice_171-0365643-3332308.pdf
171-0365643-3332308,2025-01-29,Amazon EU,2,"NORIT Sensible - Detergente Líquido Hipoalergénico sin perfume, para Pieles Sensibles y Atópicas, Ap",B08D1J2Q6Q,3,17.33,21,9.09,52.42,Alimentación,341.01,66.15,381.18,yes,pdfs/20250130_Tax Invoice_171-0365643-3332308.pdf
171-0365643-3332308,2025-01-29,Amazon EU,3,"NORIT Sensible - Detergente Líquido Hipoalergénico sin perfume, para Pieles Sensibles y Atópicas, Ap",B08D1J2Q6Q,3,17.33,21,9.09,52.42,Alimentación,341.01,66.15,381.18,yes,pdfs/20250130_Tax Invoice_171-0365643-3332308.pdf
171-0365643-3332308,2025-01-29,Amazon EU,4,"Scottex Jumbo Papel de cocina 8 rollos, eficacia multiusos con envase reciclable y fibras FSC",B0D1GHJS92,4,23.13,21,19.44,111.96,Hogar,341.01,66.15,381.18,yes,pdfs/20250130_Tax Invoice_171-0365643-3332308.pdf
171-0365643-3332308,2025-01-29,Amazon EU,5,"Scottex Jumbo Papel de cocina 8 rollos, eficacia multiusos con envase reciclable y fibras FSC",B0D1GHJS92,4,23.13,21,19.44,111.96,Hogar,341.01,66.15,381.18,yes,pdfs/20250130_Tax Invoice_171-0365643-3332308.pdf
171-7030185-3093158,2025-01-29,OBLAIT SL,1,"Cambiador Desechable Bebé 60x60 cm | 100 Unidades, 4 Paquetes | Cambiador Bebé, Empapadores Bebé Abs",B0C1GDDZNF,2,26.36,21,11.08,63.8,Bebés,52.72,11.08,63.8,yes,pdfs/20250129_Tax Invoice_171-7030185-3093158.pdf
171-7942575-9813111,2025-01-29,MAGLIFICIO ANGORELLE SRL,1,Dalle Piane Cashmere - Poncho 100% cachemira - Mujer - Taglia unica - beige,B0133G5RA0,1,109.99,0,0,109.99,Ropa/Calzado,109.99,0,109.99,no,
171-8007536-4129960,2025-01-29,"Ramon Cusine Hill, S.A.",1,Sal fina para cloración salina piscinas. Pack de 200 Kg,B07B2Z9RSR,2,100.1,21,42.04,242.24,Alimentación,200.2,42.04,242.24,yes,pdfs/20250131_Tax Invoice_171-8007536-4129960.pdf
171-8348133-5968343,2025-01-29,Amazon EU,1,"KH-7 Sin Manchas | Quitamanchas Ropa | Elimina Todo Tipo de Manchas | Vino, Chocolate, Tomate, Grasa",B0CTHLF7BD,6,2.93,21,3.66,21.24,Ropa/Calzado,35.16,7.32,42.48,yes,pdfs/20250205_Tax Invoice_171-8348133-5968343.pdf
171-8348133-5968343,2025-01-29,Amazon EU,2,"KH-7 Sin Manchas | Quitamanchas Ropa | Elimina Todo Tipo de Manchas | Vino, Chocolate, Tomate, Grasa",B0CTHLF7BD,6,2.93,21,3.66,21.24,Ropa/Calzado,35.16,7.32,42.48,yes,pdfs/20250205_Tax Invoice_171-8348133-5968343.pdf
171-5560556-0074744,2025-01-27,guangzhoushihaoxiulipijuyouxiangongsi,1,"MAMEIDO Termo Cafe con Pajita y Tapa 700ml - Vaso Termico Antigoteo, Taza Termica acero inox sin BPA",B0B9HJG6BS,1,27.26,0,0,27.26,Alimentación,72.62,0,72.62,yes,pdfs/20250128_Tax Invoice_171-5560556-0074744.pdf
171-5560556-0074744,2025-01-27,guangzhoushihaoxiulipijuyouxiangongsi,2,"MICHIHOMIE Tabla Deslizante para Thermomix TM6 / TM5, Base de Bambú Soporte para Bimby, Accesorios p",B0DPFRDT7M,1,21.84,0,0,21.84,Alimentación,72.62,0,72.62,yes,pdfs/20250128_Tax Invoice_171-5560556-0074744.pdf
171-5560556-0074744,2025-01-27,guangzhoushihaoxiulipijuyouxiangongsi,3,"Riley Joy Termo Aislante 2.0-1.2L Taza Aislante de Viaje - Vaso con asa de Pajita, Termo de Café par",B0DDKY1KPD,1,23.52,0,0,23.52,Alimentación,72.62,0,72.62,yes,pdfs/20250128_Tax Invoice_171-5560556-0074744.pdf
171-0502486-0957123,2025-01-27,Shenzhenshi shashayigoumaoyi youxiangongsi,1,"Parches para Ropa Termoadhesivos, para Niños y Adultos, Irich Juegos de 9 Piezas, Parches de Tela Co",B07JVT166Y,2,8.78,0,0,17.56,Ropa/Calzado,17.56,0,17.56,yes,pdfs/20250128_Tax Invoice_171-0502486-0957123.pdf
171-2342868-4028325,2025-01-24,Yiwu Shi Weixun Maoyi Youxiangongsi,1,"Melissa & Doug, Mesa y sillas de madera - natural",B01L5GK09I,1,148.98,0,0,148.98,Muebles,260.96,0,260.96,yes,pdfs/20250125_Tax Invoice_171-2342868-4028325_1.pdf
171-2342868-4028325,2025-01-24,Yiwu Shi Weixun Maoyi Youxiangongsi,2,"Alfombra Bebe 150×180 cm Plegable, Espesar 2cm Alfombra Juegos Bebes Antideslizante, Tapete de Activ",B0DK3LJBCX,2,55.99,0,0,111.98,Alimentación,260.96,0,260.96,yes,pdfs/20250125_Tax Invoice_171-2342868-4028325_1.pdf
171-7607543-9600337,2025-01-24,Amazon EU,1,"Villeroy & Boch - Entrée copa de vino tinto, set de 4 unidades, 480 ml, vidrio de cristal, transpare",B07BR9QRVJ,1,30.61,21,6.43,37.04,Cocina,94.56,19.86,114.42,yes,pdfs/20250124_Tax Invoice_171-7607543-9600337.pdf
171-7607543-9600337,2025-01-24,Amazon EU,2,"Villeroy & Boch La Divina Copa de Champán, Vidrio",B085TYNCJ3,1,34.32,21,7.21,41.53,Cocina,94.56,19.86,114.42,yes,pdfs/20250124_Tax Invoice_171-7607543-9600337.pdf
171-7607543-9600337,2025-01-24,Amazon EU,3,"Villeroy & Boch Group Vivo Voice Basic Juego de vasos de vino Blanco, Set de 4, 356 ml, Cristal, Tra",B01MTOXGRG,1,29.63,21,6.22,35.85,Cocina,94.56,19.86,114.42,yes,pdfs/20250124_Tax Invoice_171-7607543-9600337.pdf
171-7886019-4266733,2025-01-23,MAGLIFICIO ANGORELLE SRL,1,"Dalle Piane Cashmere - Cuello alto 100% cachemira, fabricado en Italia - Mujer, beige, XXL",B0133G7BD6,1,104.99,0,0,104.99,Ropa/Calzado,324.97,0,324.97,no,
171-7886019-4266733,2025-01-23,MAGLIFICIO ANGORELLE SRL,2,Dalle Piane Cashmere - Poncho 100% cachemira - Mujer - Taglia unica - gris,B0133G5NJK,1,109.99,0,0,109.99,Ropa/Calzado,324.97,0,324.97,no,
171-7886019-4266733,2025-01-23,MAGLIFICIO ANGORELLE SRL,3,Dalle Piane Cashmere - Estola 100% cachemira - Mujer - Taglia unica - beige,B0133G52LE,1,109.99,0,0,109.99,Ropa/Calzado,324.97,0,324.97,no,
171-8868576-5432314,2025-01-23,Wirral Discount Supplies Limited,1,"Furby Furblets, Miniamigo Pix-Elle, Más de 45 Sonidos, Música de Videojuegos y Frases en Furbish, Pe",B0CFZG7TGF,1,10.74,0,0,10.74,Juegos,36.35,2.25,38.6,yes,pdfs/20250124_Tax Invoice_171-8868576-5432314.pdf
171-8868576-5432314,2025-01-23,Wirral Discount Supplies Limited,2,Furby Furblets Ray-Vee Minipeluche electrónico de juguete,B0CFZQL3DV,1,10.74,21,2.25,12.99,Bebés,36.35,2.25,38.6,yes,pdfs/20250124_Tax Invoice_171-8868576-5432314.pdf
171-8868576-5432314,2025-01-23,Wirral Discount Supplies Limited,3,SPARES2GO Revestimiento antiadherente para horno (paquete de 4) - Alfombrilla de teflón universal gr,B01CI3YA9S,1,14.87,0,0,14.87,Alimentación,36.35,2.25,38.6,yes,pdfs/20250124_Tax Invoice_171-8868576-5432314.pdf
171-4645498-1558702,2025-01-20,Amazon EU,1,"Rotho Paso Cubo de basura de 40 litros con tapa, Plástico (PP reciclado) sin BPA, Madera, 40l (35.3 ",B0CKJ5NP6H,1,36.61,21,7.69,44.3,Hogar,36.61,7.69,44.3,yes,pdfs/20250121_Tax Invoice_171-4645498-1558702.pdf
171-5202858-5287527,2025-01-20,H.T. Trade Service GmbH und Co. KG,1,[en.casa] Mueble para Debajo del Lavabo con Compartimento Cerrado y 1 Estante Mueble Auxiliar Baño c,B0CM3YZDFQ,1,120.99,0,0,120.99,Alimentación,120.99,0,120.99,no,
408-5128946-9149964,2025-01-20,Amazon EU,1,Caseology Parallax para Google Pixel 9 Pro Fold Case [Diseño 3D Hexa Cube] [Protección de tecnología,B0CT2GF7NJ,1,24.02,21,5.04,29.06,Otros,24.02,5.04,29.06,yes,pdfs/20250121_Tax Invoice_408-5128946-9149964.pdf
171-6710474-6935537,2025-01-20,Amazon EU,1,"SONGMICS LBS04N Banco Zapatero de bambú, Color La Naturaleza, 70 x 28 x 45 cm",B00BLYLVPM,1,28.92,21,6.07,34.99,Muebles,28.92,6.07,34.99,yes,pdfs/20250120_Tax Invoice_171-6710474-6935537.pdf
171-5328430-6366710,2025-01-19,MANGROVE ACCESSORIES INTERNATIONAL LIMITED,1,"Harssidanzar Zapatillas de dormitorio para mujeres,sandalias zapatillas suaves,suaves cómodas,antide",B0D9PXTV57,2,17.77,0,0,35.54,Ropa/Calzado,71.08,0,71.08,yes,pdfs/20250120_Tax Invoice_171-5328430-6366710.pdf
171-5328430-6366710,2025-01-19,MANGROVE ACCESSORIES INTERNATIONAL LIMITED,2,"Harssidanzar Zapatillas de dormitorio para mujeres,sandalias zapatillas suaves,suaves cómodas,antide",B0D9PXTV57,2,17.77,0,0,35.54,Ropa/Calzado,71.08,0,71.08,yes,pdfs/20250120_Tax Invoice_171-5328430-6366710.pdf
171-8774264-2768347,2025-01-18,by nature b.v.,1,"Now Foods, Daily Vits, Vitaminas Diarias, Multivitaminas, 250 Comprimidos veganos, Probadas en Labor",B09R7QMGGS,1,40.92,0,0,40.92,Hogar,40.92,0,40.92,no,
171-2458581-3569948,2025-01-18,Amazon EU,1,Salus Neuro Balance 250Ml. 250 ml,B084T5N2GW,2,14.47,10,2.9,31.84,Alimentación,28.94,2.9,31.84,yes,pdfs/20250118_Tax Invoice_171-2458581-3569948.pdf
171-3395559-9173939,2025-01-18,Amazon EU,1,Salus - Floradix Suplemento de Hierro Líquido - 500 ml - Reduce el Cansancio y la Fatiga - Contiene ,B000Z971W6,6,19.65,10,11.82,129.72,Plantas,117.9,11.82,129.72,yes,pdfs/20250118_Tax Invoice_171-3395559-9173939.pdf
171-4316782-6960335,2025-01-18,DISTRIBUCIONES DIEMPI ONLINE SOCIEDAD LIMITADA,1,Aranaz | Taburetes Escalera | Banqueta con 2 Peldaños | Doméstica | Multifuncional | Bancos de Tocad,B011V5CGEU,1,49.58,21,10.41,59.99,Juegos,49.58,10.41,59.99,yes,pdfs/20250118_Tax Invoice_171-4316782-6960335.pdf
171-4568306-3929925,2025-01-18,shenzhenshimaihefukejiyouxiangongsi,1,"Advance Medium Maxi Sensitive Salmon, Pienso para Perros de Razas Medianas y Grandes con Sensibilida",B009NPLJI0,3,54.52,10,16.35,179.91,Alimentación,500.74,49.05,549.79,yes,pdfs/20250118_Tax Invoice_171-4568306-3929925.pdf
171-4568306-3929925,2025-01-18,shenzhenshimaihefukejiyouxiangongsi,2,"Advance Medium Maxi Sensitive Salmon, Pienso para Perros de Razas Medianas y Grandes con Sensibilida",B009NPLJI0,3,54.52,10,16.35,179.91,Alimentación,500.74,49.05,549.79,yes,pdfs/20250118_Tax Invoice_171-4568306-3929925.pdf
171-4568306-3929925,2025-01-18,shenzhenshimaihefukejiyouxiangongsi,3,"Advance Medium Maxi Sensitive Salmon, Pienso para Perros de Razas Medianas y Grandes con Sensibilida",B009NPLJI0,3,54.52,10,16.35,179.91,Alimentación,500.74,49.05,549.79,yes,pdfs/20250118_Tax Invoice_171-4568306-3929925.pdf
171-4568306-3929925,2025-01-18,shenzhenshimaihefukejiyouxiangongsi,4,"25 Piezas Pegatinas para Orinal,Pegatinas Baño Cambian Color，Interesantes Pegatinas Reutilizables As",B0D9FS1FHD,2,5.03,0,0,10.06,Hogar,500.74,49.05,549.79,yes,pdfs/20250118_Tax Invoice_171-4568306-3929925.pdf
171-5561824-9107506,2025-01-17,Amazon EU,1,"Tijeras de peluquería set profesional, tijeras de corte de pelo, tijeras de entresacar, tijeras prof",B0CD23NGF8,1,13.21,21,2.77,15.98,Alimentación,13.21,2.77,15.98,yes,pdfs/20250117_Tax Invoice_171-5561824-9107506.pdf
171-3509920-3715523,2025-01-15,Primal State Performance GmbH,1,"Now Foods, Daily Vits, Vitaminas Diarias, Multivitaminas, 250 Comprimidos veganos, Probadas en Labor",B09R7QMGGS,1,40.92,0,0,40.92,Hogar,134.34,4.54,138.88,yes,pdfs/20250116_Tax Invoice_171-3509920-3715523.pdf
171-3509920-3715523,2025-01-15,Primal State Performance GmbH,2,Glow25® Colágeno en Polvo [450g] - El Original - Hidrolizado de Colágeno Premium - Péptidos Tipo 1 y,B0968JNQRG,1,32.98,0,0,32.98,Bebidas,134.34,4.54,138.88,yes,pdfs/20250116_Tax Invoice_171-3509920-3715523.pdf
171-3509920-3715523,2025-01-15,Primal State Performance GmbH,3,"SOLGAR Omega 3 de triple potencia, apoya el cerebro y los ojos, es bueno para la salud del corazón, ",B000NI6WHY,1,45.45,10,4.54,49.99,Alimentación,134.34,4.54,138.88,yes,pdfs/20250116_Tax Invoice_171-3509920-3715523.pdf
171-3509920-3715523,2025-01-15,Primal State Performance GmbH,4,Glow25® Colágeno Sachets [10 unidades] - El original - Hidrolizado de colágeno premium - péptidos ti,B0D9C1L9CL,1,14.99,0,0,14.99,Bebidas,134.34,4.54,138.88,yes,pdfs/20250116_Tax Invoice_171-3509920-3715523.pdf
171-0443323-6765924,2025-01-15,suministros agricolas taboada sl,1,Sustrato Universal 80L para Plantas de Interior y Exterior - Batlle,B0C2HQ82L1,4,24.55,10,9.8,108,Plantas,98.2,9.8,108,yes,pdfs/20250115_Tax Invoice_171-0443323-6765924.pdf
171-4652403-4778747,2025-01-15,Agricenter Spitaler GmbH,1,"COMPO Fertilizante de plantas verdes para plantas de interior, balcón y terraza, Fertilizante líquid",B01IDLX6BM,4,6.57,21,5.52,31.8,Plantas,44.4,5.52,49.92,yes,pdfs/20250115_Tax Invoice_171-4652403-4778747.pdf
171-4652403-4778747,2025-01-15,Agricenter Spitaler GmbH,2,"LERAVA® Fertilizante plantas verdes [LIQUIDO] - Abono plantas verdes exterior, interior y en maceta ",B0D26C15GS,2,9.06,0,0,18.12,Plantas,44.4,5.52,49.92,yes,pdfs/20250115_Tax Invoice_171-4652403-4778747.pdf
171-9417276-4703535,2025-01-15,Amazon EU,1,Nestlé NAN OPTIPRO 1 - Leche para lactantes en polvo - bote de 800g,B00J9FRRDK,7,16.36,10,11.48,126,Alimentación,114.52,11.48,126,yes,pdfs/20250115_Tax Invoice_171-9417276-4703535.pdf
171-8884719-1225955,2025-01-15,Amazon EU,1,"Vtech Aquasilla 2 en 1, silla de baño y panel de actividades, juguete para jugar dentro y fuera del ",B07MTGL7KT,1,57.43,21,12.06,69.49,Alimentación,57.43,12.06,69.49,yes,pdfs/20250115_Tax Invoice_171-8884719-1225955.pdf
171-5299495-4709125,2025-01-14,Yiwu Moyuan maoyi youxiangongsi,1,JeweBella 8 Pares Pendientes Clip Niña Hipoalergenicos Lindo Rosa Pendientes Oreja sin Agujero Clips,B0BG2VQTSB,1,14.99,0,0,14.99,Bebés,14.99,0,14.99,no,
171-1828924-1188341,2025-01-14,Amazon EU,1,"Nenuco Baño de Espuma, Muñeco Bebé de 35 cm y Cuerpo Duro, Tiene una Bañera 2 en 1 Que se Convierte ",B0D7HV89CV,1,56.16,21,11.79,67.95,Alimentación,431.95,48.65,480.6,yes,pdfs/20250114_Tax Invoice_171-1828924-1188341.pdf
171-1828924-1188341,2025-01-14,Amazon EU,2,"Highttoy Robot Juguete Niños, Robot Teledirigido con Control Gestual, Ojos LED y Música Juguetes Niñ",B0C8TF2J5D,1,23.79,0,0,23.79,Alimentación,431.95,48.65,480.6,yes,pdfs/20250114_Tax Invoice_171-1828924-1188341.pdf
171-1828924-1188341,2025-01-14,Amazon EU,3,"510 Palabras Tarjetas Parlantes Español, Juguetes niños 2 años, Juguetes Montessori 2 años,Juegos Ed",B0DBPD8K4S,1,19.99,0,0,19.99,Bebés,431.95,48.65,480.6,yes,pdfs/20250114_Tax Invoice_171-1828924-1188341.pdf
